ano,id,numero,situacao,alteraPortaria,alteradaPorPortaria,rawAlteracao
2022,57fbd75e-d43e-484c-8577-bb1daa9f701b,CPV.0035,revogada,Revoga CPV.0142/2021,,"revogada pela portaria nº 037/2022"
2022,c3083b19-b04c-4561-bbc4-cb60a0f3397d,CPV.0037,alterada,Revoga CPV.0035/2022,,"Alterada pela portaria 15/2023"
2022,444bca12-02d5-4a6b-b5a8-ff12f020805b,CPV.0036,vigente,,,"vigente"
2022,365a9915-c51b-439a-a88f-153775fe5567,CPV.0038,vigente,,,"vigente"
2022,ec6a4daa-af45-457b-9614-9dbeba89a7de,CPV.0039,alterada,Revoga CPV.0077/2021,,"Alterada pela portaria 103/2023"
2022,075a89d5-8b52-42c3-afce-bd527a473ee5,CPV.0040,revogada,Revoga CPV.0020/2020,,"revogada pela portaria 46/2023"
2022,ef868c1c-8dee-4627-bf9f-94c84392ce0d,CPV.0041,vigente,,,"vigente"
2022,55bca34f-bea9-4442-b456-08d450b60d0e,CPV.0044,vigente,Revoga CPV.0097/2021,,"vigente"
2022,1d158fa5-8ede-4f9e-8973-872d707f54f9,CPV.0042,extinta,Altera CPV.0018/2022,,"extinta tacitamente(deve ser revoga expressamente)"
2022,2d8da27e-72cd-4957-bf6f-05208ade25d4,CPV.0043,alterada,Revoga CPV.0127/2021,,"Alterada pela portaria 131/2023"
2022,585379ac-8377-423b-b411-fbb24ee1c06a,CPV.0046,revogada,,,"revogada pela portaria nº CPV.53/2022"
2022,94522f93-d270-40b9-8cda-b2e4fce3d787,CPV.0045,alterada,,,"Alterada pela portaria 117/2022"
2022,a77c071c-b1eb-4ee3-8c01-6d4281f8ba9e,CPV.0047,revogada,,105/2022,"Revogada Pela Portaria 105/2022"
2022,f2ef889f-ce7b-4937-bba2-e5c52733fcfd,CPV.0053,extinta,Revoga CPV.46/2022,,"extinta"
2022,c14fbb9d-deb0-4541-8643-6dcc5db5acf2,CPV.0052,alterada,Revoga CPV.15/2022,93/2022,"Alterada a Portaria 93/2022"
2022,98ab92d1-3a0e-426b-b96c-e482c750ef73,CPV.0050,revogada,Revoga CPV.0172/2019; CPV.0178/2019; CPV.004/2020; CPV.0024/2020; CPV.0096/2020;  CPV.205/2020; CPV.106/2021,,"revogada"
2022,679fddfa-fb2b-4c48-9dcd-fc60b35dd178,CPV.0049,extinta,,,"extinta"
2022,1b07d4f8-d24d-433d-a3b4-eecd907f29a1,CPV.0057,alterada,Revoga 231/2021,103/2022,"Alterada Pela Portaria 103/2022"
2022,5fbee579-5cba-4ef2-9496-4f95cdd7fa65,CPV.0055,alterada,,91/2022,"Alterada peal Portaria 91/2022"
2022,2a09ca50-986d-4f6a-a5f8-d3709c11d12e,CPV.0054,extinta,,,"extinta"
2022,56c220e4-5cfc-4387-a880-24390eeaf755,CPV.0056,vigente,,,"vigente"
2022,7c9960f6-3ab5-49b1-a84e-56caf7b2cb3a,CPV.0058,revogada,,65/2022,"Revogada pela Portaria 65/2022"
2022,64cee80d-0f79-4c54-ba76-dc2c67ee1878,CPV.0061,vigente,Revoga CPV.106/2020,,"vigente"
2022,480eb652-353d-4912-b103-c15bb1d38dda,CPV.0059,alterada,Revoga CPV.0107/2021,,"Alterada pela portaria 11/2023"
2022,b98df0fd-a740-4b24-a064-3cb398bb083f,CPV.0062,vigente,Revoga CPV.150/2021,,"vigente"
2022,7f456f80-9cbf-47e6-ae8d-007404d5fb0e,CPV.0060,vigente,Revoga CPV.0102/2020,,"vigente"
2022,4caf7edc-a877-4e28-ab7a-b7fe5a0876ea,CPV.0066,revogada,,68/2022,"Revogada pela Portaria 68/2022"
2022,ef81868b-35d9-4676-aab9-8b20edc8e371,CPV.0063,vigente,Revoga  CPV.101/2020,,"vigente"
2022,331fa7f4-f297-45f6-bacd-f5071ec0e999,CPV.0064,vigente,Revoga  CPV.101/2021,,"vigente"
2022,60c89111-fdd9-4e30-8be9-0e6652208464,CPV.0067,revogada,Revoga 124/2021,104/2022,"Revogada pela Portaria 104/2022"
2022,a823dac2-596a-48a7-a50e-2526148dd0ef,CPV.0065,revogada,Revoga 58/2022,107/2022,"Revogada pela Portaria 107/2022"
2022,a6129207-4378-4bea-a30b-c9d0b62e43c2,CPV.0070,revogada,Revoga 18/2022,,"revogada pela portaria 74/2022"
2022,cc94bf87-8668-4cd1-9856-396db2ccca85,CPV.0069,revogada,Revoga 17/2022,76/2022,"Revogada pela Portaria 76/2022"
2022,35dabf8f-432c-4a2d-849f-9bceb3bbb7aa,CPV.0068,extinta,Revoga 66/2022,,"extinta"
2022,6afe3edd-f196-45a0-a4fa-936bcf04eb49,CPV.0074,alterada,Revoga 70/2022,86/2022,"Alterada pela Portaria 86/2022"
2022,42325a64-03c4-48c7-b435-6cb52eb972d5,CPV.0071,revogada,,,"revogada pela portaria 7/2023"
2022,ed91ac2d-614d-475f-a163-07344eb37ae8,CPV.0073,vigente,,,"vigente"
2022,1ad7c4ad-ff73-4f8f-befc-11adf5826f6c,CPV.0077,revogada,,,"revogada pela portaria 87/2022"
2022,b89a4f9c-5b72-44f5-bbdd-9595d38a4b99,CPV.0076,revogada,Revoga 69/2022,86/2022,"Revogada pela Portaria 86/2022"
2022,d493b065-9ce6-43e3-a266-62ebdf1f8bd0,CPV.0075,extinta,,,"extinta"
2022,a4986e06-b45c-4176-b182-4a91beb74480,CPV.0082,revogada,,,"revogada pela portaria 84/2022"
2022,264c9e27-bac4-467f-aa67-2e147b2fa0e5,CPV.0080,extinta,Retifica 72/2022,,"extinta"
2022,321600f5-dac6-4e41-b83a-7e7d73b845a0,CPV.0078,extinta,,,"extinta"
2022,e6a1e9b7-33dc-4feb-8b8f-d19aa098b661,CPV.0081,extinta,Revoga 01/2022,,"extinta"
2022,50e8dc46-a1f3-47aa-ae04-05d9bf06ad32,CPV.0079,extinta,,,"extinta"
2022,8b09e6c5-d805-4794-bca6-c67e79f9a048,CPV.0085,vigente,,,"vigente"
2022,67586d30-32a7-4ab7-b23d-b49f2f3de7c8,CPV.0083,vigente,,,"vigente"
2022,dc3dc2bf-e3ab-40d4-a453-7ada1455ef65,CPV.0086,alterada,Revoga 76/2022,,"Alterada pela portaria 96/2022"
2022,791eae70-27fe-4ed6-8eea-1eea8497cb3e,CPV.0084,vigente,Revoga 82/2022,,"vigente"
2022,d359a108-9494-4213-bc57-221bfa03d4f8,CPV.0091,alterada,Alterar 55/2022,,"ALTERADA PELA PORTARIA 85/2023"
2022,6056b697-ea1e-4ae9-8c0c-65bb3c5d1706,CPV.0088,extinta,,,"extinta"
2022,1a88160e-d4ac-4eaa-af29-574a74e09a08,CPV.0087,extinta,Revoga 77/2022,,"extinta"
2022,e7381ad2-ab3b-4671-8a86-71f040f7f04b,CPV.0090,extinta,Revoga 68/2022,,"extinta"
2022,4aa4c8e2-962a-44f6-9224-89ce14af9042,CPV.0089,vigente,,,"vigente"
2022,e935584b-2f83-4828-b3cb-23d3de1e03af,CPV.0094,revogada,,,"revogada"
2022,a29c02c7-b184-4f23-b5e2-5eab477325fa,CPV.0095,vigente,Revoga 171/2021,,"vigente"
2022,79849c8e-46e3-4fa6-984d-62866dbc847a,CPV.0092,extinta,,,"extinta"
2022,2650fc7a-9b46-4087-9e15-996a3b5afc2f,CPV.0093,alterada,Altera 52/2022,,"Alterada pela portaria 84/2023"
2022,ce1aa692-091f-48ee-a55a-8a208a714d5b,CPV.0096,alterada,Altera 74/2022,,"alterada pela portaria 115/2022"
2022,8bd26b6c-e905-4f1a-834c-25cc94c4ea3d,CPV.0097,alterada,Altera 74/2022,,"alterada pela portaria 114/2022"
2022,70d7256d-4dc4-44c3-87b1-7cdbecc2d3dc,CPV.0098,alterada,Altera 212/2021; 130/2020; 72/2020; 67/2020; 32/2020; 86/2019; 67/2019; 26/2019;  120/20178; 81/2018; 63/2018.,,"Alterada pela portaria 16/2023"
2022,288dee1a-e4fb-43e5-9c48-2f8c56c2f995,CPV.0101,extinta,,,"extinta"
2022,12ed30e0-f409-4bed-a9f6-642cfd4da1bf,CPV.0099,vigente,,,"vigente"
2022,c4ddb680-7d94-4a07-bbe5-a743eeff238a,CPV.0100,extinta,,,"extinta"
2022,a816bd6d-ca89-42da-9ed2-27b200807767,CPV.0102,vigente,Altera 175/2021,,"vigente"
2022,4bbc90ed-1532-49a1-aead-522ffacb01a7,CPV.0103,alterada,Altera 57/2022,,"Alterada pela portaria 33/2023"
2022,7c7d65d1-d23e-4ea3-9157-b93dcfbe7829,CPV.0104,vigente,Revoga 67/2022,,"vigente"
2022,21e579e2-63a7-4f2f-8cdc-48d2bc377602,CPV.0106,revogada,Revoga  146/2021,,"revogada"
2022,36fd2c85-031b-4b75-9341-07e149452b12,CPV.0107,extinta,Revoga 65/2022,,"extinta"
2022,87f848d6-9fae-4690-8dad-49446e30d1e1,CPV.0105,alterada,Revoga 47/2022,,"alterada pela portaria 14/2023"
2022,83671ed6-12b7-493d-9b3b-61322eb44280,CPV.0110,alterada,Revoga 232/2021,,"ALterada pela portaria 13/2023"
2022,d7dca18a-4050-4d7e-a23b-a9a1866fb372,CPV.0113,vigente,Revoga 42/2018; 49/2018; 117/2018; 134/2018; 135/2018; 57/2020; 59/2020; 230/2020; 201/2021,,"vigente"
2022,399724ce-68d8-4328-b805-7a1e0616007a,CPV.0114,alterada,Altera 97/2022; 86/2022;76/2022; 69/2022; 17/2022; 11/2022; 100/2021; 0058/2021;0206/2020; 0133/2020; 0076/2020;0066/2020; 0033/2020; 0131/2019; 0084/2019; 0027/2019; 0118/2018; 0043/2018; 0021/2017; 0005/2016.,,"Alterada pela portaria 91/2023"
2022,c8c96833-52e9-444f-8113-791a79e2b732,CPV.0112,alterada,Altera 16/2021,,"Alterada pela portaria 89/2023"
2022,8974c412-cb68-4a99-be0f-0c7f680ccc22,CPV.0111,alterada,,,"Alterada pela portaria 09/2023"
2022,efe53e05-74b0-4ff8-a551-a3b3137fdc21,CPV.0115,alterada,Altera 96/2022; 74/2022; 70/2022;  18/2022;  12/2022; 147/2021,,"Alterada pela portaria 24/2023"
2022,b46b59fc-7412-4ee1-b76f-804c9d8177fa,CPV.0117,alterada,Altera 45/2022,,"alterada pela portaria 132/2023"
2022,b8c1753c-447c-41e3-a9f9-5e55d3438e43,CPV.0116,revogada,Revoga 230/2021,,"revogada"
2022,af566c80-53ac-406f-bf36-3ba27b1196fb,CPV.0119,vigente,,,"vigente"
2022,91f36e97-7b4f-42c6-bc88-3c0eaaf5f472,CPV.0120,vigente,,,"vigente"
2022,f8ab82f1-9464-43d9-be5f-c4ff657b1168,CPV.0118,vigente,,,"vigente"
2022,1dfa489c-f88c-4598-9d24-fe109bbdbf4e,CPV.0122,revogada,Revoga Port. 129/2021 e 130/2021.,,"revogada"
2022,44c36533-2732-40ef-8823-93519fc96ee1,CPV.0125,vigente,,,"vigente"
2022,e56f7adc-a780-466a-bece-5cb56d8d9c82,CPV.0126,vigente,,,"vigente"
2022,91af7856-61d1-409b-91ff-ba64ce44e00f,CPV.0131,vigente,170/2021,,"vigente"
2022,9e56c2f2-5030-403e-86a6-ac255b9dd2e3,CPV.0128,alterada,,,"Alterada pela portaria 12/2023"
2022,d590e0cc-12c6-4b52-b94e-e21ed58349a7,CPV.0127,alterada,Altera 16/2022,,"Alterada pela portaria 74/2023"
2022,76a5887e-e4cd-4feb-bf4a-acd2e6a739f0,CPV.0129,revogada,,,"Revogada pela portaria 87/2023"
2022,db2da473-6849-4126-bd86-c2cb50dc2f9a,CPV.0130,alterada,,,"Alterada pela portaria 38/2022"
2022,142584a2-52bc-485d-b2f8-a71091fa70e8,CPV.0132,extinta,Revoga 24/2022,,"extinta"
2022,73e4f032-ba76-4673-924b-12623836c4cd,CPV.0136,vigente,,,"vigente"
2022,faba21c3-5d09-45f1-8130-fd677eb85b74,CPV.0134,extinta,,,"extinta"
2022,237d3e63-d047-4880-9e3e-db8906f23405,CPV.0133,extinta,,,"extinta"
2022,15219ce6-d8fc-45c2-a943-5a8d7ff36687,CPV.0135,revogada,,,"revogada pela portaria 3/2023"
2022,2604e95d-602f-4d40-8771-e790dae56e68,CPV.0137,vigente,,,"vigente"
