ano,id,numero,situacao,alteraportaria,alteradaporportaria,rawalteracao
2022,ec6a4daa-af45-457b-9614-9dbeba89a7de,CPV.0039,alterada,revoga CPV.0077/2021,,Alterada pela portaria 103/2023
2022,075a89d5-8b52-42c3-afce-bd527a473ee5,CPV.0040,revogada,revoga CPV.0020/2020,,revogada pela portaria 46/2023
2022,6c2250e3-802f-4005-89d3-cc97505ec076,CPV.0022,alterada,revoga CPV.0113/2021,,alterada pela portaria 41/2023
2022,6c2250e3-802f-4005-89d3-cc97505ec076,CPV.0022,alterada,revoga CPV.0121/2021,,alterada pela portaria 41/2023
2022,2d8da27e-72cd-4957-bf6f-05208ade25d4,CPV.0043,alterada,revoga CPV.0127/2021,,Alterada pela portaria 131/2023
2022,98ab92d1-3a0e-426b-b96c-e482c750ef73,CPV.0050,revogada,revoga CPV.0172/2019,,revogada
2022,55bca34f-bea9-4442-b456-08d450b60d0e,CPV.0044,vigente,revoga CPV.0097/2021,,vigente
2022,98ab92d1-3a0e-426b-b96c-e482c750ef73,CPV.0050,revogada,revoga CPV.0106/2021,,revogada
2022,98ab92d1-3a0e-426b-b96c-e482c750ef73,CPV.0050,revogada,revoga CPV.0096/2020,,revogada
2022,98ab92d1-3a0e-426b-b96c-e482c750ef73,CPV.0050,revogada,revoga CPV.0205/2020,,revogada
2022,98ab92d1-3a0e-426b-b96c-e482c750ef73,CPV.0050,revogada,revoga CPV.0024/2020,,revogada
2022,1b07d4f8-d24d-433d-a3b4-eecd907f29a1,CPV.0057,alterada,revoga CPV.0231/2021,103/2022,Alterada Pela Portaria 103/2022
2022,64cee80d-0f79-4c54-ba76-dc2c67ee1878,CPV.0061,vigente,revoga CPV.0106/2020,,vigente
2022,b98df0fd-a740-4b24-a064-3cb398bb083f,CPV.0062,vigente,revoga CPV.0150/2021,,vigente
2022,480eb652-353d-4912-b103-c15bb1d38dda,CPV.0059,alterada,revoga CPV.0107/2021,,Alterada pela portaria 11/2023
2022,7f456f80-9cbf-47e6-ae8d-007404d5fb0e,CPV.0060,vigente,revoga CPV.0102/2020,,vigente
2022,98ab92d1-3a0e-426b-b96c-e482c750ef73,CPV.0050,revogada,revoga CPV.0004/2020,,revogada
2022,98ab92d1-3a0e-426b-b96c-e482c750ef73,CPV.0050,revogada,revoga CPV.0178/2019,,revogada
2022,331fa7f4-f297-45f6-bacd-f5071ec0e999,CPV.0064,vigente,revoga CPV.0101/2021,,vigente
2022,ef81868b-35d9-4676-aab9-8b20edc8e371,CPV.0063,vigente,revoga CPV.0101/2020,,vigente
2022,60c89111-fdd9-4e30-8be9-0e6652208464,CPV.0067,revogada,revoga CPV.0124/2021,104/2022,Revogada pela Portaria 104/2022
2022,264c9e27-bac4-467f-aa67-2e147b2fa0e5,CPV.0080,extinta,retifica CPV.0072/2022,,extinta
2022,a29c02c7-b184-4f23-b5e2-5eab477325fa,CPV.0095,vigente,revoga CPV.0171/2021,,vigente
2022,70d7256d-4dc4-44c3-87b1-7cdbecc2d3dc,CPV.0098,alterada,altera CPV.0212/2021,,Alterada pela portaria 16/2023
2022,70d7256d-4dc4-44c3-87b1-7cdbecc2d3dc,CPV.0098,alterada,altera CPV.0072/2020,,Alterada pela portaria 16/2023
2022,70d7256d-4dc4-44c3-87b1-7cdbecc2d3dc,CPV.0098,alterada,altera CPV.0086/2019,,Alterada pela portaria 16/2023
2022,70d7256d-4dc4-44c3-87b1-7cdbecc2d3dc,CPV.0098,alterada,altera CPV.0130/2020,,Alterada pela portaria 16/2023
2022,70d7256d-4dc4-44c3-87b1-7cdbecc2d3dc,CPV.0098,alterada,altera CPV.0081/2018,,Alterada pela portaria 16/2023
2022,70d7256d-4dc4-44c3-87b1-7cdbecc2d3dc,CPV.0098,alterada,altera CPV.0067/2019,,Alterada pela portaria 16/2023
2022,70d7256d-4dc4-44c3-87b1-7cdbecc2d3dc,CPV.0098,alterada,altera CPV.0026/2019,,Alterada pela portaria 16/2023
2022,70d7256d-4dc4-44c3-87b1-7cdbecc2d3dc,CPV.0098,alterada,altera CPV.0063/2018,,Alterada pela portaria 16/2023
2022,70d7256d-4dc4-44c3-87b1-7cdbecc2d3dc,CPV.0098,alterada,altera CPV.0120/2017,,Alterada pela portaria 16/2023
2022,a816bd6d-ca89-42da-9ed2-27b200807767,CPV.0102,vigente,altera CPV.0175/2021,,vigente
2022,21e579e2-63a7-4f2f-8cdc-48d2bc377602,CPV.0106,revogada,revoga CPV.0146/2021,,revogada
2022,83671ed6-12b7-493d-9b3b-61322eb44280,CPV.0110,alterada,revoga CPV.0232/2021,,ALterada pela portaria 13/2023
2022,70d7256d-4dc4-44c3-87b1-7cdbecc2d3dc,CPV.0098,alterada,altera CPV.0032/2020,,Alterada pela portaria 16/2023
2022,70d7256d-4dc4-44c3-87b1-7cdbecc2d3dc,CPV.0098,alterada,altera CPV.0067/2020,,Alterada pela portaria 16/2023
2022,d7dca18a-4050-4d7e-a23b-a9a1866fb372,CPV.0113,vigente,revoga CPV.0042/2018,,vigente
2022,d7dca18a-4050-4d7e-a23b-a9a1866fb372,CPV.0113,vigente,revoga CPV.0049/2018,,vigente
2022,d7dca18a-4050-4d7e-a23b-a9a1866fb372,CPV.0113,vigente,revoga CPV.0057/2020,,vigente
2022,d7dca18a-4050-4d7e-a23b-a9a1866fb372,CPV.0113,vigente,revoga CPV.0117/2018,,vigente
2022,d7dca18a-4050-4d7e-a23b-a9a1866fb372,CPV.0113,vigente,revoga CPV.0201/2021,,vigente
2022,d7dca18a-4050-4d7e-a23b-a9a1866fb372,CPV.0113,vigente,revoga CPV.0135/2018,,vigente
2022,d7dca18a-4050-4d7e-a23b-a9a1866fb372,CPV.0113,vigente,revoga CPV.0134/2018,,vigente
2022,d7dca18a-4050-4d7e-a23b-a9a1866fb372,CPV.0113,vigente,revoga CPV.0059/2020,,vigente
2022,d7dca18a-4050-4d7e-a23b-a9a1866fb372,CPV.0113,vigente,revoga CPV.0230/2020,,vigente
2022,399724ce-68d8-4328-b805-7a1e0616007a,CPV.0114,alterada,altera CPV.0100/2021,,Alterada pela portaria 91/2023
2022,399724ce-68d8-4328-b805-7a1e0616007a,CPV.0114,alterada,altera CPV.0058/2021,,Alterada pela portaria 91/2023
2022,399724ce-68d8-4328-b805-7a1e0616007a,CPV.0114,alterada,altera CPV.0033/2020,,Alterada pela portaria 91/2023
2022,399724ce-68d8-4328-b805-7a1e0616007a,CPV.0114,alterada,altera CPV.0206/2020,,Alterada pela portaria 91/2023
2022,399724ce-68d8-4328-b805-7a1e0616007a,CPV.0114,alterada,altera CPV.0076/2020,,Alterada pela portaria 91/2023
2022,399724ce-68d8-4328-b805-7a1e0616007a,CPV.0114,alterada,altera CPV.0066/2020,,Alterada pela portaria 91/2023
2022,399724ce-68d8-4328-b805-7a1e0616007a,CPV.0114,alterada,altera CPV.0133/2020,,Alterada pela portaria 91/2023
2022,399724ce-68d8-4328-b805-7a1e0616007a,CPV.0114,alterada,altera CPV.0084/2019,,Alterada pela portaria 91/2023
2022,399724ce-68d8-4328-b805-7a1e0616007a,CPV.0114,alterada,altera CPV.0131/2019,,Alterada pela portaria 91/2023
2022,399724ce-68d8-4328-b805-7a1e0616007a,CPV.0114,alterada,altera CPV.0027/2019,,Alterada pela portaria 91/2023
2022,399724ce-68d8-4328-b805-7a1e0616007a,CPV.0114,alterada,altera CPV.0118/2018,,Alterada pela portaria 91/2023
2022,c8c96833-52e9-444f-8113-791a79e2b732,CPV.0112,alterada,altera CPV.0016/2021,,Alterada pela portaria 89/2023
2022,399724ce-68d8-4328-b805-7a1e0616007a,CPV.0114,alterada,altera CPV.0021/2017,,Alterada pela portaria 91/2023
2022,399724ce-68d8-4328-b805-7a1e0616007a,CPV.0114,alterada,altera CPV.0043/2018,,Alterada pela portaria 91/2023
2022,399724ce-68d8-4328-b805-7a1e0616007a,CPV.0114,alterada,altera CPV.0005/2016,,Alterada pela portaria 91/2023
2022,efe53e05-74b0-4ff8-a551-a3b3137fdc21,CPV.0115,alterada,altera CPV.0147/2021,,Alterada pela portaria 24/2023
2022,b8c1753c-447c-41e3-a9f9-5e55d3438e43,CPV.0116,revogada,revoga CPV.0230/2021,,revogada
2022,1dfa489c-f88c-4598-9d24-fe109bbdbf4e,CPV.0122,revogada,revoga CPV.0129/2021,,revogada
2022,1dfa489c-f88c-4598-9d24-fe109bbdbf4e,CPV.0122,revogada,revoga CPV.0130/2021,,revogada
